person,movie,rating
85,tt0364569,1
1,tt0040522,5
13,tt0040522,3
14,tt0040522,1
16,tt0040522,3
47,tt0040522,4
55,tt0040522,4
57,tt0040522,4
60,tt0040522,3
86,tt0040522,4
93,tt0040522,4
21,tt0105236,5
24,tt0105236,3
29,tt0105236,2
50,tt0105236,1
62,tt0105236,2
92,tt0105236,2
3,tt0075314,2
33,tt0075314,3
35,tt0075314,3
40,tt0075314,3
50,tt0075314,4
51,tt0075314,1
52,tt0075314,4
58,tt0075314,5
64,tt0075314,1
67,tt0075314,4
76,tt0075314,2
84,tt0075314,4
89,tt0075314,2
27,tt0042192,3
40,tt0042192,3
48,tt0042192,5
54,tt0042192,2
73,tt0042192,1
75,tt0042192,5
77,tt0042192,1
82,tt0042192,4
93,tt0042192,1
95,tt0042192,4
5,tt0053604,3
14,tt0053604,1
21,tt0053604,4
22,tt0053604,5
28,tt0053604,3
48,tt0053604,3
57,tt0053604,4
59,tt0053604,4
71,tt0053604,4
74,tt0053604,3
82,tt0053604,1
96,tt0053604,2
98,tt0053604,5
8,tt0208092,2
9,tt0208092,4
12,tt0208092,2
20,tt0208092,3
22,tt0208092,3
41,tt0208092,3
42,tt0208092,1
54,tt0208092,4
55,tt0208092,1
59,tt0208092,2
68,tt0208092,5
79,tt0208092,2
80,tt0208092,5
82,tt0208092,1
84,tt0208092,5
12,tt0017136,2
14,tt0017136,5
24,tt0017136,4
43,tt0017136,3
73,tt0017136,2
86,tt0017136,1
98,tt0017136,3
4,tt2106476,2
44,tt2106476,4
46,tt2106476,3
47,tt2106476,1
48,tt2106476,4
61,tt2106476,1
68,tt2106476,2
85,tt2106476,2
88,tt2106476,4
18,tt0071315,4
27,tt0071315,4
30,tt0071315,5
42,tt0071315,5
61,tt0071315,4
79,tt0071315,5
91,tt0071315,2
14,tt0119217,4
30,tt0119217,5
35,tt0119217,5
50,tt0119217,2
65,tt0119217,2
68,tt0119217,1
93,tt0119217,1
97,tt0119217,2
3,tt0993846,1
8,tt0993846,2
18,tt0993846,4
20,tt0993846,5
53,tt0993846,3
71,tt0993846,3
74,tt0993846,1
80,tt0993846,5
85,tt0993846,5
99,tt0993846,4
2,tt0120735,3
10,tt0120735,3
18,tt0120735,5
22,tt0120735,4
31,tt0120735,4
45,tt0120735,5
54,tt0120735,1
76,tt0120735,3
80,tt0120735,1
84,tt0120735,2
94,tt0120735,3
96,tt0120735,4
99,tt0120735,3
22,tt0978762,1
34,tt0978762,4
47,tt0978762,5
50,tt0978762,2
55,tt0978762,2
63,tt0978762,3
76,tt0978762,4
79,tt0978762,5
2,tt0117951,1
3,tt0117951,5
19,tt0117951,3
23,tt0117951,4
27,tt0117951,1
36,tt0117951,3
43,tt0117951,3
45,tt0117951,1
58,tt0117951,3
73,tt0117951,5
89,tt0117951,3
95,tt0117951,4
5,tt0116282,4
14,tt0116282,3
26,tt0116282,5
32,tt0116282,3
44,tt0116282,1
48,tt0116282,3
54,tt0116282,2
61,tt0116282,2
65,tt0116282,1
78,tt0116282,1
83,tt0116282,5
91,tt0116282,5
98,tt0116282,4
4,tt0266697,5
13,tt0266697,4
14,tt0266697,3
16,tt0266697,2
27,tt0266697,4
29,tt0266697,5
31,tt0266697,2
38,tt0266697,4
49,tt0266697,3
53,tt0266697,3
56,tt0266697,3
57,tt0266697,4
71,tt0266697,5
72,tt0266697,5
80,tt0266697,5
81,tt0266697,2
83,tt0266697,4
98,tt0266697,1
99,tt0266697,3
8,tt0245712,4
11,tt0245712,1
28,tt0245712,2
33,tt0245712,5
49,tt0245712,5
64,tt0245712,3
65,tt0245712,3
68,tt0245712,4
71,tt0245712,5
21,tt0075686,5
28,tt0075686,4
34,tt0075686,4
45,tt0075686,1
55,tt0075686,2
61,tt0075686,5
88,tt0075686,4
96,tt0075686,1
10,tt0092005,2
14,tt0092005,2
26,tt0092005,2
33,tt0092005,4
34,tt0092005,4
35,tt0092005,3
58,tt0092005,5
61,tt0092005,4
65,tt0092005,2
80,tt0092005,4
85,tt0092005,4
16,tt0469494,5
38,tt0469494,5
47,tt0469494,2
48,tt0469494,5
49,tt0469494,4
51,tt0469494,3
55,tt0469494,5
61,tt0469494,5
67,tt0469494,5
85,tt0469494,4
18,tt0044706,4
28,tt0044706,5
43,tt0044706,3
49,tt0044706,2
59,tt0044706,1
66,tt0044706,3
72,tt0044706,3
76,tt0044706,4
77,tt0044706,2
79,tt0044706,4
80,tt0044706,4
86,tt0044706,2
89,tt0044706,5
93,tt0044706,5
94,tt0044706,5
98,tt0044706,4
30,tt1220719,3
40,tt1220719,5
48,tt1220719,4
57,tt1220719,5
65,tt1220719,1
93,tt1220719,1
94,tt1220719,4
6,tt0056217,3
15,tt0056217,3
16,tt0056217,3
19,tt0056217,2
25,tt0056217,5
28,tt0056217,1
35,tt0056217,5
50,tt0056217,3
52,tt0056217,4
58,tt0056217,1
68,tt0056217,3
69,tt0056217,3
70,tt0056217,1
72,tt0056217,3
90,tt0056217,5
3,tt0054997,2
7,tt0054997,3
8,tt0054997,5
53,tt0054997,3
54,tt0054997,2
64,tt0054997,3
76,tt0054997,4
86,tt0054997,5
98,tt0054997,2
32,tt0107048,1
39,tt0107048,1
55,tt0107048,1
57,tt0107048,3
58,tt0107048,5
70,tt0107048,4
73,tt0107048,2
74,tt0107048,5
78,tt0107048,4
87,tt0107048,5
96,tt0107048,1
7,tt0401383,1
15,tt0401383,5
17,tt0401383,5
20,tt0401383,2
23,tt0401383,1
33,tt0401383,3
37,tt0401383,4
46,tt0401383,1
55,tt0401383,4
57,tt0401383,5
60,tt0401383,3
64,tt0401383,5
68,tt0401383,4
79,tt0401383,4
4,tt0107688,2
38,tt0107688,4
39,tt0107688,2
44,tt0107688,5
82,tt0107688,3
99,tt0107688,1
3,tt0319061,5
12,tt0319061,5
18,tt0319061,5
26,tt0319061,4
29,tt0319061,5
31,tt0319061,2
44,tt0319061,1
62,tt0319061,5
65,tt0319061,3
67,tt0319061,4
72,tt0319061,2
77,tt0319061,5
78,tt0319061,2
82,tt0319061,3
92,tt0319061,1
93,tt0319061,5
3,tt0056923,5
5,tt0056923,5
56,tt0056923,4
58,tt0056923,5
64,tt0056923,2
67,tt0056923,2
10,tt0327056,4
12,tt0327056,4
17,tt0327056,5
19,tt0327056,2
28,tt0327056,3
47,tt0327056,4
50,tt0327056,2
68,tt0327056,1
70,tt0327056,1
76,tt0327056,4
86,tt0327056,5
2,tt0378194,2
7,tt0378194,2
9,tt0378194,3
11,tt0378194,2
52,tt0378194,5
54,tt0378194,3
65,tt0378194,2
80,tt0378194,4
83,tt0378194,2
92,tt0378194,5
7,tt1646971,2
31,tt1646971,5
35,tt1646971,2
38,tt1646971,4
39,tt1646971,5
45,tt1646971,3
55,tt1646971,4
62,tt1646971,2
72,tt1646971,2
75,tt1646971,2
78,tt1646971,1
84,tt1646971,4
94,tt1646971,2
98,tt1646971,4
13,tt0375679,4
23,tt0375679,5
44,tt0375679,5
52,tt0375679,4
54,tt0375679,5
57,tt0375679,1
62,tt0375679,4
66,tt0375679,2
74,tt0375679,3
75,tt0375679,2
79,tt0375679,3
90,tt0375679,4
6,tt1951264,4
9,tt1951264,1
32,tt1951264,2
34,tt1951264,3
43,tt1951264,2
47,tt1951264,1
50,tt1951264,5
57,tt1951264,4
76,tt1951264,1
89,tt1951264,3
90,tt1951264,3
93,tt1951264,2
94,tt1951264,5
95,tt1951264,2
4,tt0109445,3
7,tt0109445,2
14,tt0109445,5
27,tt0109445,3
35,tt0109445,2
43,tt0109445,3
44,tt0109445,4
54,tt0109445,5
64,tt0109445,1
69,tt0109445,5
70,tt0109445,5
88,tt0109445,5
93,tt0109445,5
96,tt0109445,3
1,tt0091042,4
20,tt0091042,3
26,tt0091042,2
27,tt0091042,5
29,tt0091042,4
30,tt0091042,2
32,tt0091042,4
48,tt0091042,5
49,tt0091042,1
65,tt0091042,3
68,tt0091042,4
69,tt0091042,2
6,tt0070666,1
18,tt0070666,2
27,tt0070666,3
35,tt0070666,5
58,tt0070666,3
63,tt0070666,5
65,tt0070666,4
74,tt0070666,3
87,tt0070666,4
89,tt0070666,4
95,tt0070666,3
99,tt0070666,1
6,tt0108550,1
10,tt0108550,5
11,tt0108550,2
13,tt0108550,4
15,tt0108550,5
25,tt0108550,2
37,tt0108550,5
45,tt0108550,4
53,tt0108550,4
58,tt0108550,5
73,tt0108550,5
79,tt0108550,2
80,tt0108550,2
91,tt0108550,2
95,tt0108550,3
98,tt0108550,1
6,tt0266308,3
7,tt0266308,4
18,tt0266308,4
25,tt0266308,2
31,tt0266308,4
55,tt0266308,2
59,tt0266308,1
63,tt0266308,5
65,tt0266308,3
78,tt0266308,2
14,tt1074638,4
25,tt1074638,5
47,tt1074638,1
53,tt1074638,2
60,tt1074638,1
70,tt1074638,5
73,tt1074638,5
81,tt1074638,5
95,tt1074638,1
30,tt0361862,2
36,tt0361862,2
61,tt0361862,3
70,tt0361862,5
4,tt0067116,5
7,tt0067116,2
15,tt0067116,5
19,tt0067116,3
27,tt0067116,2
38,tt0067116,2
53,tt0067116,3
59,tt0067116,1
88,tt0067116,1
90,tt0067116,2
96,tt0067116,5
19,tt0265086,4
25,tt0265086,4
33,tt0265086,5
35,tt0265086,5
46,tt0265086,4
6,tt0099810,4
19,tt0099810,4
21,tt0099810,1
31,tt0099810,3
40,tt0099810,5
41,tt0099810,1
50,tt0099810,3
81,tt0099810,1
83,tt0099810,1
86,tt0099810,2
9,tt1465522,3
31,tt1465522,5
39,tt1465522,3
46,tt1465522,4
51,tt1465522,4
61,tt1465522,4
63,tt1465522,2
83,tt1465522,3
85,tt1465522,5
86,tt1465522,4
90,tt1465522,2
92,tt1465522,4
8,tt1045658,1
9,tt1045658,5
15,tt1045658,5
19,tt1045658,5
20,tt1045658,2
29,tt1045658,3
33,tt1045658,3
36,tt1045658,3
55,tt1045658,2
61,tt1045658,1
86,tt1045658,1
92,tt1045658,2
96,tt1045658,2
98,tt1045658,5
99,tt1045658,5
1,tt0238380,5
2,tt0238380,4
14,tt0238380,1
24,tt0238380,1
29,tt0238380,3
33,tt0238380,1
36,tt0238380,2
37,tt0238380,2
40,tt0238380,4
82,tt0238380,2
85,tt0238380,2
90,tt0238380,1
94,tt0238380,5
36,tt0970179,3
41,tt0970179,2
43,tt0970179,2
47,tt0970179,4
52,tt0970179,5
61,tt0970179,1
64,tt0970179,2
71,tt0970179,2
78,tt0970179,5
80,tt0970179,4
87,tt0970179,3
18,tt0119396,4
43,tt0119396,5
53,tt0119396,4
55,tt0119396,5
68,tt0119396,1
70,tt0119396,5
73,tt0119396,5
79,tt0119396,2
86,tt0119396,3
90,tt0119396,2
9,tt1935179,4
29,tt1935179,5
35,tt1935179,2
38,tt1935179,2
50,tt1935179,4
54,tt1935179,1
57,tt1935179,1
60,tt1935179,5
74,tt1935179,4
87,tt1935179,3
90,tt1935179,4
6,tt2883512,2
8,tt2883512,5
14,tt2883512,3
22,tt2883512,3
25,tt2883512,1
26,tt2883512,2
32,tt2883512,1
50,tt2883512,2
62,tt2883512,5
64,tt2883512,5
67,tt2883512,3
69,tt2883512,5
70,tt2883512,4
75,tt2883512,5
79,tt2883512,3
80,tt2883512,2
86,tt2883512,3
1,tt0128442,4
4,tt0128442,2
25,tt0128442,4
47,tt0128442,2
60,tt0128442,2
67,tt0128442,5
71,tt0128442,3
90,tt0128442,2
93,tt0128442,2
5,tt0805564,4
7,tt0805564,2
13,tt0805564,3
23,tt0805564,5
28,tt0805564,3
32,tt0805564,1
38,tt0805564,5
49,tt0805564,5
51,tt0805564,2
52,tt0805564,4
64,tt0805564,5
72,tt0805564,5
77,tt0805564,5
85,tt0805564,5
88,tt0805564,4
4,tt1212450,3
8,tt1212450,5
10,tt1212450,3
21,tt1212450,1
22,tt1212450,3
23,tt1212450,4
32,tt1212450,3
39,tt1212450,2
64,tt1212450,4
72,tt1212450,3
75,tt1212450,5
79,tt1212450,5
84,tt1212450,1
86,tt1212450,3
4,tt1907668,1
8,tt1907668,4
15,tt1907668,4
33,tt1907668,4
44,tt1907668,3
45,tt1907668,3
51,tt1907668,4
55,tt1907668,3
60,tt1907668,2
69,tt1907668,5
81,tt1907668,4
98,tt1907668,4
10,tt1440292,2
12,tt1440292,3
13,tt1440292,2
16,tt1440292,3
39,tt1440292,4
47,tt1440292,5
58,tt1440292,2
71,tt1440292,4
84,tt1440292,3
91,tt1440292,4
98,tt1440292,3
5,tt0093105,2
6,tt0093105,4
8,tt0093105,2
22,tt0093105,4
23,tt0093105,2
35,tt0093105,3
36,tt0093105,5
50,tt0093105,5
66,tt0093105,4
80,tt0093105,4
91,tt0093105,4
24,tt0086960,2
32,tt0086960,3
37,tt0086960,2
51,tt0086960,4
52,tt0086960,4
67,tt0086960,3
68,tt0086960,4
77,tt0086960,3
81,tt0086960,4
7,tt1706620,3
14,tt1706620,5
18,tt1706620,3
29,tt1706620,4
34,tt1706620,1
42,tt1706620,2
45,tt1706620,5
47,tt1706620,3
61,tt1706620,4
64,tt1706620,2
78,tt1706620,3
83,tt1706620,3
95,tt1706620,4
96,tt1706620,1
98,tt1706620,4
4,tt1856010,4
18,tt1856010,4
24,tt1856010,2
25,tt1856010,4
26,tt1856010,4
30,tt1856010,2
38,tt1856010,4
51,tt1856010,2
69,tt1856010,2
70,tt1856010,1
80,tt1856010,5
91,tt1856010,2
99,tt1856010,3
2,tt2372162,4
9,tt2372162,3
12,tt2372162,2
28,tt2372162,5
46,tt2372162,5
55,tt2372162,4
58,tt2372162,2
59,tt2372162,3
62,tt2372162,2
66,tt2372162,3
83,tt2372162,1
99,tt2372162,4
2,tt2707408,2
32,tt2707408,3
33,tt2707408,5
38,tt2707408,2
41,tt2707408,1
48,tt2707408,2
52,tt2707408,1
58,tt2707408,4
67,tt2707408,2
81,tt2707408,1
86,tt2707408,2
2,tt2431438,4
22,tt2431438,5
25,tt2431438,4
34,tt2431438,4
39,tt2431438,2
44,tt2431438,5
55,tt2431438,2
60,tt2431438,5
65,tt2431438,1
66,tt2431438,2
78,tt2431438,2
79,tt2431438,2
82,tt2431438,1
85,tt2431438,5
99,tt2431438,4
3,tt3322312,4
27,tt3322312,1
34,tt3322312,5
37,tt3322312,2
38,tt3322312,3
40,tt3322312,3
44,tt3322312,4
45,tt3322312,1
51,tt3322312,5
60,tt3322312,2
62,tt3322312,5
63,tt3322312,2
70,tt3322312,3
99,tt3322312,3
18,tt3986586,2
29,tt3986586,3
36,tt3986586,5
37,tt3986586,5
52,tt3986586,5
60,tt3986586,4
62,tt3986586,5
65,tt3986586,5
95,tt3986586,5
11,tt2357547,3
12,tt2357547,2
28,tt2357547,4
38,tt2357547,2
48,tt2357547,1
58,tt2357547,5
76,tt2357547,1
82,tt2357547,2
92,tt2357547,2
95,tt2357547,3
99,tt2357547,5
3,tt3520702,3
10,tt3520702,4
17,tt3520702,5
23,tt3520702,4
42,tt3520702,5
46,tt3520702,2
49,tt3520702,4
65,tt3520702,2
78,tt3520702,4
86,tt3520702,3
90,tt3520702,3
97,tt3520702,2
5,tt4998212,5
9,tt4998212,2
18,tt4998212,2
27,tt4998212,1
32,tt4998212,4
49,tt4998212,5
50,tt4998212,1
58,tt4998212,2
71,tt4998212,3
77,tt4998212,4
80,tt4998212,2
82,tt4998212,2
85,tt4998212,4
95,tt4998212,4
13,tt2189461,4
16,tt2189461,5
24,tt2189461,2
62,tt2189461,2
88,tt2189461,2
94,tt2189461,3
5,tt3398228,4
25,tt3398228,3
31,tt3398228,3
59,tt3398228,4
78,tt3398228,2
79,tt3398228,3
4,tt3339966,5
21,tt3339966,2
45,tt3339966,5
49,tt3339966,3
52,tt3339966,4
58,tt3339966,5
72,tt3339966,5
82,tt3339966,4
91,tt3339966,5
98,tt3339966,3
7,tt3609352,1
10,tt3609352,2
19,tt3609352,4
36,tt3609352,2
67,tt3609352,4
78,tt3609352,5
88,tt3609352,5
35,tt4061080,1
40,tt4061080,3
43,tt4061080,3
65,tt4061080,1
75,tt4061080,4
77,tt4061080,4
81,tt4061080,5
82,tt4061080,3
11,tt5580664,4
18,tt5580664,5
29,tt5580664,4
35,tt5580664,2
37,tt5580664,1
60,tt5580664,2
61,tt5580664,3
71,tt5580664,4
72,tt5580664,3
88,tt5580664,2
7,tt2309295,2
63,tt2309295,2
66,tt2309295,1
99,tt2309295,3
6,tt4635276,3
26,tt4635276,4
36,tt4635276,1
61,tt4635276,2
64,tt4635276,5
66,tt4635276,2
68,tt4635276,5
75,tt4635276,1
76,tt4635276,3
89,tt4635276,2
92,tt4635276,2
96,tt4635276,2
7,tt5189670,5
17,tt5189670,3
28,tt5189670,2
52,tt5189670,1
57,tt5189670,5
62,tt5189670,5
65,tt5189670,3
75,tt5189670,3
98,tt5189670,1
1,tt4341500,4
5,tt4341500,1
27,tt4341500,4
28,tt4341500,2
33,tt4341500,5
37,tt4341500,5
39,tt4341500,4
75,tt4341500,3
89,tt4341500,5
4,tt4680240,3
13,tt4680240,2
19,tt4680240,1
24,tt4680240,4
30,tt4680240,5
41,tt4680240,2
43,tt4680240,3
48,tt4680240,4
52,tt4680240,5
54,tt4680240,5
69,tt4680240,5
94,tt4680240,2
99,tt4680240,2
5,tt4973548,4
6,tt4973548,1
23,tt4973548,2
39,tt4973548,5
42,tt4973548,4
51,tt4973548,5
54,tt4973548,4
55,tt4973548,5
56,tt4973548,2
61,tt4973548,3
69,tt4973548,1
71,tt4973548,4
13,tt4326894,3
17,tt4326894,5
39,tt4326894,2
41,tt4326894,4
56,tt4326894,3
83,tt4326894,2
4,tt4789300,5
7,tt4789300,2
8,tt4789300,5
28,tt4789300,4
30,tt4789300,4
41,tt4789300,2
43,tt4789300,3
46,tt4789300,3
75,tt4789300,3
80,tt4789300,4
93,tt4789300,3
7,tt4003966,3
9,tt4003966,4
19,tt4003966,4
35,tt4003966,4
41,tt4003966,2
43,tt4003966,5
46,tt4003966,5
51,tt4003966,4
73,tt4003966,4
74,tt4003966,3
85,tt4003966,4
86,tt4003966,3
94,tt4003966,2
13,tt3741346,2
21,tt3741346,3
40,tt3741346,2
46,tt3741346,4
47,tt3741346,3
59,tt3741346,2
97,tt3741346,4
10,tt4574708,4
11,tt4574708,3
20,tt4574708,1
21,tt4574708,4
29,tt4574708,5
38,tt4574708,4
56,tt4574708,3
63,tt4574708,2
65,tt4574708,3
75,tt4574708,2
76,tt4574708,1
79,tt4574708,4
94,tt4574708,5
9,tt5228026,1
14,tt5228026,2
15,tt5228026,3
17,tt5228026,2
18,tt5228026,4
28,tt5228026,2
33,tt5228026,4
45,tt5228026,2
51,tt5228026,5
54,tt5228026,3
65,tt5228026,5
75,tt5228026,3
87,tt5228026,4
90,tt5228026,3
94,tt5228026,4
98,tt5228026,4
12,tt1567609,4
17,tt1567609,2
23,tt1567609,5
37,tt1567609,2
45,tt1567609,5
53,tt1567609,5
62,tt1567609,3
65,tt1567609,4
68,tt1567609,3
20,tt1559549,2
29,tt1559549,1
31,tt1559549,3
43,tt1559549,4
48,tt1559549,5
63,tt1559549,5
68,tt1559549,2
78,tt1559549,4
94,tt1559549,5
17,tt1293847,2
23,tt1293847,4
33,tt1293847,3
45,tt1293847,3
47,tt1293847,5
64,tt1293847,5
65,tt1293847,4
74,tt1293847,4
78,tt1293847,3
80,tt1293847,3
81,tt1293847,4
84,tt1293847,5
88,tt1293847,4
89,tt1293847,2
9,tt3783958,5
12,tt3783958,5
16,tt3783958,4
20,tt3783958,5
24,tt3783958,4
31,tt3783958,4
41,tt3783958,1
43,tt3783958,5
48,tt3783958,5
55,tt3783958,1
59,tt3783958,4
62,tt3783958,5
64,tt3783958,4
66,tt3783958,2
93,tt3783958,1
5,tt4972582,2
20,tt4972582,3
39,tt4972582,1
45,tt4972582,2
67,tt4972582,2
76,tt4972582,2
82,tt4972582,1
95,tt4972582,2
98,tt4972582,2
7,tt2543164,1
11,tt2543164,2
14,tt2543164,4
18,tt2543164,2
22,tt2543164,4
26,tt2543164,4
34,tt2543164,2
38,tt2543164,4
51,tt2543164,5
79,tt2543164,3
80,tt2543164,1
90,tt2543164,4
93,tt2543164,1
4,tt0339291,3
7,tt0339291,3
27,tt0339291,2
40,tt0339291,2
42,tt0339291,1
59,tt0339291,5
64,tt0339291,5
2,tt3315342,2
5,tt3315342,4
12,tt3315342,2
13,tt3315342,4
20,tt3315342,5
24,tt3315342,4
36,tt3315342,2
48,tt3315342,3
50,tt3315342,3
52,tt3315342,3
54,tt3315342,3
59,tt3315342,1
90,tt3315342,2
1,tt3748528,3
47,tt3748528,2
54,tt3748528,5
55,tt3748528,2
63,tt3748528,5
68,tt3748528,2
73,tt3748528,4
76,tt3748528,5
80,tt3748528,4
87,tt3748528,5
7,tt4572514,5
12,tt4572514,4
24,tt4572514,3
34,tt4572514,3
59,tt4572514,3
63,tt4572514,2
81,tt4572514,2
84,tt4572514,5
95,tt4572514,2
14,tt4846340,4
15,tt4846340,2
17,tt4846340,5
18,tt4846340,3
19,tt4846340,2
31,tt4846340,3
35,tt4846340,1
37,tt4846340,2
51,tt4846340,3
61,tt4846340,2
70,tt4846340,2
75,tt4846340,3
76,tt4846340,4
92,tt4846340,1
9,tt3717490,3
10,tt3717490,5
14,tt3717490,4
25,tt3717490,2
30,tt3717490,2
50,tt3717490,3
60,tt3717490,4
69,tt3717490,4
77,tt3717490,2
78,tt3717490,4
2,tt1355644,2
4,tt1355644,2
12,tt1355644,5
14,tt1355644,4
26,tt1355644,2
44,tt1355644,5
48,tt1355644,1
53,tt1355644,2
58,tt1355644,3
62,tt1355644,5
63,tt1355644,4
80,tt1355644,1
99,tt1355644,2
14,tt2361317,2
17,tt2361317,3
36,tt2361317,4
44,tt2361317,2
49,tt2361317,3
50,tt2361317,2
65,tt2361317,5
71,tt2361317,2
90,tt2361317,3
3,tt3183660,2
5,tt3183660,2
15,tt3183660,2
31,tt3183660,4
40,tt3183660,4
55,tt3183660,1
57,tt3183660,2
65,tt3183660,3
94,tt3183660,4
95,tt3183660,1
2,tt2119532,5
3,tt2119532,4
5,tt2119532,3
23,tt2119532,5
42,tt2119532,5
46,tt2119532,4
47,tt2119532,4
53,tt2119532,3
59,tt2119532,5
72,tt2119532,5
73,tt2119532,5
76,tt2119532,1
83,tt2119532,4
88,tt2119532,1
89,tt2119532,5
91,tt2119532,5
95,tt2119532,3
97,tt2119532,4
99,tt2119532,5
22,tt4975722,5
30,tt4975722,3
33,tt4975722,2
39,tt4975722,3
40,tt4975722,4
49,tt4975722,5
54,tt4975722,3
70,tt4975722,2
83,tt4975722,3
12,tt3717252,2
14,tt3717252,1
30,tt3717252,4
37,tt3717252,4
56,tt3717252,4
68,tt3717252,3
75,tt3717252,2
78,tt3717252,4
80,tt3717252,2
91,tt3717252,5
96,tt3717252,2
8,tt3470600,3
18,tt3470600,3
19,tt3470600,4
38,tt3470600,5
39,tt3470600,4
53,tt3470600,5
70,tt3470600,3
79,tt3470600,2
85,tt3470600,4
86,tt3470600,3
87,tt3470600,3
98,tt3470600,3
4,tt0490215,2
24,tt0490215,4
25,tt0490215,5
27,tt0490215,2
48,tt0490215,3
65,tt0490215,5
78,tt0490215,4
80,tt0490215,1
89,tt0490215,3
93,tt0490215,1
98,tt0490215,1
27,tt2771200,2
41,tt2771200,2
50,tt2771200,4
59,tt2771200,3
60,tt2771200,5
63,tt2771200,2
69,tt2771200,3
73,tt2771200,5
79,tt2771200,1
87,tt2771200,2
92,tt2771200,2
93,tt2771200,2
94,tt2771200,5
15,tt3631112,5
17,tt3631112,3
27,tt3631112,1
33,tt3631112,3
48,tt3631112,5
54,tt3631112,4
55,tt3631112,4
63,tt3631112,4
69,tt3631112,4
76,tt3631112,4
87,tt3631112,5
90,tt3631112,4
91,tt3631112,5
94,tt3631112,5
13,tt4954522,3
17,tt4954522,4
26,tt4954522,2
32,tt4954522,2
47,tt4954522,1
55,tt4954522,4
73,tt4954522,4
77,tt4954522,4
78,tt4954522,3
81,tt4954522,5
82,tt4954522,4
83,tt4954522,4
88,tt4954522,3
89,tt4954522,4
92,tt4954522,1
93,tt4954522,5
26,tt2592614,1
32,tt2592614,2
45,tt2592614,2
49,tt2592614,5
50,tt2592614,5
55,tt2592614,5
59,tt2592614,2
60,tt2592614,1
62,tt2592614,1
65,tt2592614,1
79,tt2592614,5
88,tt2592614,5
1,tt2094766,5
2,tt2094766,3
15,tt2094766,3
19,tt2094766,5
22,tt2094766,2
50,tt2094766,4
62,tt2094766,3
69,tt2094766,4
83,tt2094766,3
95,tt2094766,3
6,tt0974015,2
15,tt0974015,4
29,tt0974015,2
37,tt0974015,2
45,tt0974015,2
48,tt0974015,3
79,tt0974015,4
87,tt0974015,5
2,tt2140479,5
5,tt2140479,4
10,tt2140479,1
17,tt2140479,4
20,tt2140479,2
23,tt2140479,5
24,tt2140479,2
51,tt2140479,1
73,tt2140479,1
